"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL273724";"";"None";"391.46";"0";"2.99";"55";"CC(c1ccc(F)cc1)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(=O)O";"IC50";"'='";"5.9";"nM";"8.23";"";"";"UO_0000065";"21.02";"0.42";"5.24";"9.50";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL89563";"";"None";"434.43";"0";"2.21";"19";"CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"19.62";"0.39";"6.31";"6.27";"0";"CHEMBL752990";"In vitro inhibitory concentration against neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150039";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL93167";"";"None";"440.48";"0";"2.60";"28";"CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(C2CCCCC2)cc1)C(=O)O";"IC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"16.93";"0.34";"4.86";"5.48";"0";"CHEMBL752990";"In vitro inhibitory concentration against neutral endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150039";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL11537";"";"None";"323.46";"0";"3.10";"47";"CCCCC(NC(=O)C(CS)C(C)c1ccccc1)C(=O)O";"IC50";"'='";"3.1";"nM";"8.51";"";"";"UO_0000065";"26.31";"0.53";"5.41";"12.81";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL11806";"";"None";"433.53";"0";"2.87";"63";"COc1ccc(C(C)C(CS)C(=O)NC(Cc2ccc(O)cc2)C(=O)O)cc1OC";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"17.98";"0.35";"4.93";"7.42";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL268473";"";"None";"493.46";"0";"3.22";"18a";"O=P(O)(O)C(Cc1ccc2c(c1)OCO2)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"18.69";"0.36";"6.00";"6.47";"0";"CHEMBL754363";"Inhibition of neutral endopeptidase 24.11(NEP)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129909";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL287896";"";"None";"350.44";"0";"1.11";"1";"C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"18.26";"0.36";"5.29";"7.38";"0";"CHEMBL883549";"Tested in vitro for inhibition of neutral endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127937";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL442455";"";"None";"408.39";"0";"2.64";"15";"CC(C)CN(CP(=O)(O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"21.30";"0.42";"6.06";"6.84";"0";"CHEMBL930674";"Inhibition of NEP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143110";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL281237";"";"None";"667.70";"2";"5.90";"diastereomer ratio 4 : 1 (table)";"O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"8.77";"0.17";"-0.05";"3.71";"0";"CHEMBL754361";"Inhibition of neutral endopeptidase in human umbilical vein endothelial cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL424877";"";"None";"410.51";"0";"3.83";"70";"CCCC(CC1(NC(=O)c2ccc(=O)n(Cc3ccccc3)c2)CCCC1)C(=O)O";"IC50";"'>'";"3000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL862877";"Inhibition of dog NEP";"B";"BAO_0000357";"single protein format";"Canis lupus familiaris";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138065";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL48534";"";"None";"412.51";"0";"2.47";"13 (Iso A)";"CC(S)(Cc1ccccc1)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"13.82";"0.27";"3.23";"6.57";"0";"CHEMBL754359";"Inhibition of Neutral Endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152108";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL11344";"";"None";"419.50";"0";"2.57";"64";"COc1cc(C(C)C(CS)C(=O)NC(Cc2ccc(O)cc2)C(=O)O)ccc1O";"IC50";"'='";"65.0";"nM";"7.19";"";"";"UO_0000065";"17.13";"0.34";"4.62";"6.19";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL24923";"";"None";"580.62";"1";"4.84";"diastereomer ratio 1 : 4.5 (table)";"CC(C)[C@@H](NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL754361";"Inhibition of neutral endopeptidase in human umbilical vein endothelial cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL211610";"";"None";"365.90";"0";"4.45";"22";"CCCC(CC1(C(=O)NCCc2ccc(Cl)cc2)CCCC1)C(=O)O";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL862877";"Inhibition of dog NEP";"B";"BAO_0000357";"single protein format";"Canis lupus familiaris";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138065";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL378763";"";"None";"339.46";"0";"3.49";"R-2";"CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O";"IC50";"'='";"19.7";"nM";"7.71";"";"";"UO_0000065";"22.70";"0.46";"4.22";"8.36";"1";"CHEMBL914052";"Inhibition of human recombinant NEP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144531";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";""
"CHEMBL389061";"";"None";"389.49";"0";"3.36";"S-23";"COCC[C@H](CC1(C(=O)N[C@@H]2C[C@H]2c2ccc(OC)cc2)CCCC1)C(=O)O";"IC50";"'='";"13.8";"nM";"7.86";"";"";"UO_0000065";"20.18";"0.38";"4.50";"9.26";"0";"CHEMBL914053";"Inhibition of human kidney NEP at pH 7.4";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144531";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";""
"CHEMBL1794047";"";"None";"582.59";"1";"3.56";"diastereomer ratio 1 : 1.2 (table)";"C[C@H](O)[C@@H](NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"7.38";"0.14";"0.74";"2.65";"0";"CHEMBL754361";"Inhibition of neutral endopeptidase in human umbilical vein endothelial cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Endothelial cell";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL3633447";"";"None";"692.78";"2";"-4.64";"2";"N=C(N)NCCC[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3637467";"Inhibition of human recombinant neutral endopeptidase using Ala-AMC as substrate after 20 to 40 mins by fluorometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632516";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";""
"CHEMBL389061";"";"None";"389.49";"0";"3.36";"S-23";"COCC[C@H](CC1(C(=O)N[C@@H]2C[C@H]2c2ccc(OC)cc2)CCCC1)C(=O)O";"IC50";"'='";"6.1";"nM";"8.21";"";"";"UO_0000065";"21.09";"0.40";"4.85";"9.68";"0";"CHEMBL914049";"Inhibition of human kidney NEP at pH 7";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144531";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";""
"CHEMBL446393";"";"None";"535.44";"1";"1.35";"50";"O=C(O)CN1C(=O)[C@@H](NC(=O)[C@H](CC#Cc2ccc(F)cc2F)NCP(=O)(O)O)CCc2ccccc21";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"11.46";"0.23";"4.79";"3.93";"0";"CHEMBL751028";"Inhibitory activity against neutral endopeptidase (NEP).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131381";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL11616";"";"None";"373.47";"0";"2.85";"48";"CC(c1ccccc1)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(=O)O";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"23.03";"0.45";"5.75";"9.93";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL2051773";"";"None";"281.38";"0";"1.93";"44";"CC(c1ccccc1)C(CS)C(=O)N[C@@H](C)C(=O)O";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"30.92";"0.63";"6.77";"13.10";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL276872";"";"None";"449.45";"0";"3.49";"14a";"O=P(O)(O)C(Cc1ccccc1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1";"IC50";"'='";"0.74";"nM";"9.13";"";"";"UO_0000065";"20.32";"0.39";"5.64";"7.36";"0";"CHEMBL754363";"Inhibition of neutral endopeptidase 24.11(NEP)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129909";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL11620";"";"None";"325.39";"0";"1.65";"60";"CC(NC(=O)C(CS)C(C)c1ccc2c(c1)OCO2)C(=O)O";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"26.73";"0.54";"7.05";"10.25";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL276008";"";"None";"317.36";"0";"2.20";"61";"CC(NC(=O)C(CS)C(C)c1ccc(F)c(F)c1)C(=O)O";"IC50";"'='";"3.5";"nM";"8.46";"";"";"UO_0000065";"26.64";"0.55";"6.26";"12.73";"0";"CHEMBL755096";"In vivo inhibitory potency against neutral endopeptidase by displacement of [3H]HACBOGly binding in mouse kidney";"B";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127630";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL37527";"";"None";"494.61";"1";"5.52";"15a (isomer A)";"CCCCC(C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)Nc1nc(CC(=O)O)cs1)C(=O)O";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"16.17";"0.31";"2.48";"6.86";"0";"CHEMBL752989";"In vitro inhibition of Neutral Endopeptidase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129104";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL298388";"";"None";"416.52";"0";"2.24";"3c";"O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CSc2ccccc21";"IC50";"'='";"64.0";"nM";"7.19";"";"";"UO_0000065";"17.27";"0.35";"4.95";"8.30";"0";"CHEMBL883549";"Tested in vitro for inhibition of neutral endopeptidase (NEP)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127937";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL304881";"";"None";"379.44";"0";"0.09";"3f";"CN1C(=O)CC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"19.13";"0.38";"7.17";"6.78";"0";"CHEMBL752986";"In vitro inhibitory activity against neutral endopeptidase (NEP) was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127958";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";""
"CHEMBL3235416";"";"None";"401.47";"0";"0.20";"5, BDM43079";"CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CN(CCCc1ccccc1)CC(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3243746";"Inhibition of human NEP-mediated amyloid beta hydrolysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232818";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";""
"CHEMBL212065";"";"None";"325.45";"0";"2.86";"8";"CCCC(CC1(C(=O)NC2(CO)CCCC2)CCCC1)C(=O)O";"IC50";"'='";"1710.0";"nM";"5.77";"";"";"UO_0000065";"17.72";"0.34";"2.91";"6.66";"0";"CHEMBL862877";"Inhibition of dog NEP";"B";"BAO_0000357";"single protein format";"Canis lupus familiaris";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138065";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL212220";"";"None";"353.49";"0";"3.88";"63";"CCCCC(CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O";"IC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"20.02";"0.40";"3.20";"7.68";"0";"CHEMBL862877";"Inhibition of dog NEP";"B";"BAO_0000357";"single protein format";"Canis lupus familiaris";"None";"None";"None";"None";"";"";"";"CHEMBL1944";"Neprilysin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138065";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
